departure_time_current,departure_time_original,flight_status,delay_minutes,delay_status,destination,flight_number,company,check_in_desk,terminal,boarding_gate,getting_there,date_saved
2025-03-19T07:40:00Z,2025-03-19T07:40:00Z,,0,On Time,BADAJOZ (BJZ),"IBE2330, AAL8550","Iberia, American Airlines",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T07:40:00Z,2025-03-19T07:40:00Z,,0,On Time,LISBOA (LIS),"TAP1023, RZO8709, UAL6892, ACA2666, AZU7358","TAP Air Portugal, sata-internacional, United Airlines, Air Canada, -",405 - 407,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T07:40:00Z,2025-03-19T07:40:00Z,,0,On Time,MELILLA (MLN),"IBE2292, AAL8721, QTR8045, VLG5692","Iberia, American Airlines, Qatar Airways, Vueling",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T07:40:00Z,2025-03-19T07:40:00Z,,0,On Time,NAPOLES (NAP),RYR1329,Ryanair,356 - 358,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T07:45:00Z,2025-03-19T07:45:00Z,,0,On Time,ADRAR/TOUAT (AZR),ANE5755,Air Nostrum,796 - 796,T4,,-,2025-03-19T00:22:00Z
2025-03-19T07:45:00Z,2025-03-19T07:45:00Z,,0,On Time,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),"AAL8552, VLG5023, LAN1520, CPA1837, IBE0405S, IBE0405","American Airlines, Vueling, LATAM Airlines, Cathay Pacific, Iberia",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T07:45:00Z,2025-03-19T07:35:00Z,,10,On Time,LONDRES / HEATHROW (LHR),"IBE0713, AAL8742, BAW7060, VLG5228, LAN7076, JAL9419","Iberia, American Airlines, British Airways, Vueling, LATAM Airlines, -",900 - 906,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T07:45:00Z,2025-03-19T07:45:00Z,,0,On Time,MALTA (MLA),RYR5382,Ryanair,356 - 358,T1,C43,T1 C43,2025-03-19T00:22:00Z
2025-03-19T07:45:00Z,2025-03-19T07:45:00Z,,0,On Time,ZURICH (ZRH),"AEA1675, AMX6946","Air Europa, Aeromexico",516 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T07:50:00Z,2025-03-19T07:50:00Z,,0,On Time,GRAN CANARIA (LPA),RYR568,Ryanair,356 - 358,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T07:50:00Z,2025-03-19T07:50:00Z,,0,On Time,PALMA DE MALLORCA (PMI),RYR2051,Ryanair,356 - 358,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T07:55:00Z,2025-03-19T07:55:00Z,,0,On Time,PAMPLONA (PNA),"IBE1049, AVA6062, JAL9439, AAL8823, QTR8059","Iberia, Avianca, -, American Airlines, Qatar Airways",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T08:00:00Z,2025-03-19T08:00:00Z,,0,On Time,PARIS /ORLY (ORY),"AEA1027, AZU7858, AMX6950","Air Europa, -, Aeromexico",516 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T08:00:00Z,2025-03-19T08:00:00Z,,0,On Time,VALENCIA (VLC),"IBE1079, VLG5580, AVA6068, DTA6872, QTR6923, AAL8715","Iberia, Vueling, Avianca, TAAG, Qatar Airways, American Airlines",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T08:15:00Z,2025-03-19T08:15:00Z,,0,On Time,GRANADA-JAÉN F.G.L. (GRX),"IBE1019, AAL8820, VLG5601, QTR6545, JAL9435","Iberia, American Airlines, Vueling, Qatar Airways, -",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T08:20:00Z,2025-03-19T08:20:00Z,,0,On Time,PALMA DE MALLORCA (PMI),"AEA6031, AMX6907, KQA7208","Air Europa, Aeromexico, -",516 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T08:25:00Z,2025-03-19T08:25:00Z,,0,On Time,DOHA / HAMAD INTERNATIONAL (DOH),"IBE0391, QTR6949","Iberia, Qatar Airways",810 - 829,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T08:25:00Z,2025-03-19T08:25:00Z,,0,On Time,FRANKFURT (FRA),"DLH1123, UAL9228, AUA7468","Lufthansa, United Airlines, Austrian Airlines",415 - 419,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T08:30:00Z,2025-03-19T08:30:00Z,,0,On Time,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),"AVA6082, IBE0407S, VLG5024, QTR5090, AAL8775, LAN1521, IBE0407","Avianca, Iberia, Vueling, Qatar Airways, American Airlines, LATAM Airlines",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T08:30:00Z,2025-03-19T08:30:00Z,,0,On Time,BOGOTA /EL DORADO (BOG),"AVA027, CCA5301, ETD2614, THY8475","Avianca, Air China, Etihad Airways, Turkish Airlines",960 - 969,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T08:35:00Z,2025-03-19T08:35:00Z,,0,On Time,TEL AVIV (TLV),"AEA1301, AMX6847","Air Europa, Aeromexico",217 - 217,T1,B,-,2025-03-19T00:22:00Z
2025-03-19T08:40:00Z,2025-03-19T08:40:00Z,,0,On Time,AMSTERDAM /SCHIPHOL (AMS),"IBE1791, AAL8612, VLG5821","Iberia, American Airlines, Vueling",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T08:40:00Z,2025-03-19T08:40:00Z,,0,On Time,AMSTERDAM /SCHIPHOL (AMS),IBS1791,Iberia Express,850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T08:40:00Z,2025-03-19T08:50:00Z,,-10,Early,DUBLIN (DUB),"IBS1881, EIN5792, AAL8803, IBE1881, VLG5190","Iberia Express, Aer Lingus, American Airlines, Iberia, Vueling",850 - 859,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T08:40:00Z,2025-03-19T08:40:00Z,,0,On Time,FRANKFURT (FRA),"IBE1327, AAL8640, FIN5626, VLG5516, JAL9427","Iberia, American Airlines, Finnair, Vueling, -",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T08:40:00Z,2025-03-19T08:40:00Z,,0,On Time,VIENA (VIE),"IBE0791, VLG5074, AAL8711","Iberia, Vueling, American Airlines",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T08:45:00Z,2025-03-19T08:45:00Z,,0,On Time,BUENOS AIRES/MINISTRO PISTARINI (EZE),"IBE0105, QTR5347, FIN5373","Iberia, Qatar Airways, Finnair",810 - 829,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T08:45:00Z,2025-03-19T08:45:00Z,,0,On Time,DUSSELDORF (DUS),"IBE0751, AAL8745, VLG5222","Iberia, American Airlines, Vueling",850 - 859,T4,H,-,2025-03-19T00:22:00Z
2025-03-19T08:45:00Z,2025-03-19T08:45:00Z,,0,On Time,GINEBRA (GVA),EZS1384,easyJet Switzerland,327 - 329,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T08:45:00Z,2025-03-19T08:45:00Z,,0,On Time,LANZAROTE CÉSAR MANRIQUE (ACE),"IBS1501, IBE1501, VLG5427, QTR6566, AAL8804","Iberia Express, Iberia, Vueling, Qatar Airways, American Airlines",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T08:45:00Z,2025-03-19T08:45:00Z,,0,On Time,MILAN /LINATE (LIN),"IBE0663, QTR6940, AAL8656, VLG5114","Iberia, Qatar Airways, American Airlines, Vueling",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T08:45:00Z,2025-03-19T08:45:00Z,,0,On Time,ROMA /FIUMICINO (FCO),"IBE0647, AAL8635, LAN5411, QTR6854, VLG5098, DTA6230","Iberia, American Airlines, LATAM Airlines, Qatar Airways, Vueling, TAAG",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T08:45:00Z,2025-03-19T08:45:00Z,,0,On Time,TENERIFE NORTE-C. LA LAGUNA (TFN),"IBS1565, QTR5371, AAL8512, IBE1565, VLG5195","Iberia Express, Qatar Airways, American Airlines, Iberia, Vueling",850 - 859,T4S,M,-,2025-03-19T00:22:00Z
2025-03-19T08:45:00Z,2025-03-19T08:45:00Z,,0,On Time,ZURICH (ZRH),"IBE0627, DTA6464, VLG5142, AAL8718","Iberia, TAAG, Vueling, American Airlines",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T08:50:00Z,2025-03-19T08:50:00Z,,0,On Time,MANCHESTER (MAN),"IBS1891, BAW7097, IBE1891, VLG5336","Iberia Express, British Airways, Iberia, Vueling",900 - 906,T4,S,-,2025-03-19T00:22:00Z
2025-03-19T08:50:00Z,2025-03-19T08:50:00Z,,0,On Time,MUNICH (MUC),"IBE0741, VLG5086, AAL8628","Iberia, Vueling, American Airlines",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T08:55:00Z,2025-03-19T08:55:00Z,,0,On Time,LONDRES /GATWICK (LGW),"IBS1861, IBE1861","Iberia Express, Iberia",900 - 906,T4,S,-,2025-03-19T00:22:00Z
2025-03-19T08:55:00Z,2025-03-19T08:55:00Z,,0,On Time,VENECIA /MARCO POLO (VCE),"IBE0677, QTR6573, VLG5108","Iberia, Qatar Airways, Vueling",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T09:00:00Z,2025-03-19T09:00:00Z,,0,On Time,BOLONIA (BLQ),"IBE1237, AAL8619, VLG5550, LAN1714, QTR6548","Iberia, American Airlines, Vueling, LATAM Airlines, Qatar Airways",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T09:00:00Z,2025-03-19T09:00:00Z,,0,On Time,NUEVA YORK-J.F.KENNEDY (JFK),DAL127,Delta,126 - 135,T1,A,-,2025-03-19T00:22:00Z
2025-03-19T09:05:00Z,2025-03-19T09:05:00Z,,0,On Time,BRUSELAS (BRU),"IBE0597, VLG5094, LAN7087, DTA6206, FIN5628","Iberia, Vueling, LATAM Airlines, TAAG, Finnair",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T09:05:00Z,2025-03-19T09:05:00Z,,0,On Time,LONDRES / HEATHROW (LHR),"IBE0715, VLG5185, LAN5434, JAL9421, BAW7066, AAL8655","Iberia, Vueling, LATAM Airlines, -, British Airways, American Airlines",900 - 906,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T09:15:00Z,2025-03-19T09:15:00Z,,0,On Time,TURIN (TRN),"IBE1247, VLG5556, QTR6972, AAL8705","Iberia, Vueling, Qatar Airways, American Airlines",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T09:35:00Z,2025-03-19T09:35:00Z,,0,On Time,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),"VLG1003, IBE5239S, IBE5239, QTR3780","Vueling, Iberia, Qatar Airways",760 - 762,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T09:40:00Z,2025-03-19T09:40:00Z,,0,On Time,ROMA /FIUMICINO (FCO),WMT6012,Wizz Air Malta (WMT),559 - 560,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T09:45:00Z,2025-03-19T09:50:00Z,,-5,On Time,PARIS /CHARLES DE GAULLE (CDG),"IBE0585, VLG5184","Iberia, Vueling",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T09:45:00Z,2025-03-19T09:45:00Z,,0,On Time,PRAGA (PRG),RYR2766,Ryanair,356 - 359,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T09:50:00Z,2025-03-19T09:50:00Z,,0,On Time,ABU DHABI (AUH),"ETD102, AVA2414","Etihad Airways, Avianca",720 - 728,T4S,,-,2025-03-19T00:22:00Z
2025-03-19T09:50:00Z,2025-03-19T09:50:00Z,,0,On Time,GINEBRA (GVA),"IBE0613, AAL8554, VLG5148","Iberia, American Airlines, Vueling",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T09:50:00Z,2025-03-19T09:50:00Z,,0,On Time,GRAN CANARIA (LPA),"IBS1605, VLG5238, QTR6584, AAL8625, IBE1605","Iberia Express, Vueling, Qatar Airways, American Airlines, Iberia",850 - 859,T4,K,-,2025-03-19T00:22:00Z
2025-03-19T09:55:00Z,2025-03-19T09:55:00Z,,0,On Time,CRACOVIA (KRK),RYR6209,Ryanair,356 - 359,T1,,-,2025-03-19T00:22:00Z
2025-03-19T09:55:00Z,2025-03-19T09:55:00Z,,0,On Time,PARIS /ORLY (ORY),"IBE0571, AAL8831, QTR6862, VLG5137","Iberia, American Airlines, Qatar Airways, Vueling",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T10:00:00Z,2025-03-19T10:00:00Z,,0,On Time,ATLANTA (ATL),DAL109,Delta,126 - 135,T1,A,-,2025-03-19T00:22:00Z
2025-03-19T10:00:00Z,2025-03-19T10:00:00Z,,0,On Time,BUDAPEST (BUD),RYR6713,Ryanair,356 - 359,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T10:00:00Z,2025-03-19T10:00:00Z,,0,On Time,FLORENCIA / PERETOLA (FLR),"VLG1501, IBE5003, AAL8875","Vueling, Iberia, American Airlines",760 - 762,T4,,-,2025-03-19T00:22:00Z
2025-03-19T10:00:00Z,2025-03-19T10:00:00Z,,0,On Time,LISBOA (LIS),EJU7640,easyJet,327 - 329,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T10:00:00Z,2025-03-19T10:00:00Z,,0,On Time,MIAMI (MIA),"AAL069, IBE4611, BAW1559, FIN4005","American Airlines, Iberia, British Airways, Finnair",940 - 949,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T10:00:00Z,2025-03-19T10:00:00Z,,0,On Time,NIZA /COTE D-AZUR (NCE),"IBE1211, AAL8810, QTR8079, VLG5295","Iberia, American Airlines, Qatar Airways, Vueling",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T10:00:00Z,2025-03-19T10:00:00Z,,0,On Time,PARIS /CHARLES DE GAULLE (CDG),"AFR1001, SAS9855, REU8001, MAU9427, KAL6380, DAL8541, ARG7836, AEA2227, WJA5182","Air France, SAS Scandinavian Airlines, -, KOREAN AIR, Delta, Aerolíneas Argentinas, Air Europa, Westjet Airlines LTD",427 - 431,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T10:05:00Z,2025-03-19T10:05:00Z,,0,On Time,ESTOCOLMO /ARLANDA (ARN),"IBE0823, AAL8547, FIN5634, VLG5128","Iberia, American Airlines, Finnair, Vueling",850 - 859,T4,H,-,2025-03-19T00:22:00Z
2025-03-19T10:05:00Z,2025-03-19T10:05:00Z,,0,On Time,LYON (LYS),"IBE1179, AAL8701, QTR8078","Iberia, American Airlines, Qatar Airways",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T10:05:00Z,2025-03-19T10:05:00Z,,0,On Time,ZURICH (ZRH),SWR2027,Swiss International Airlines,415 - 419,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T10:10:00Z,2025-03-19T10:10:00Z,,0,On Time,MILAN /MALPENSA (MXP),RYR2753,Ryanair,356 - 359,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T10:10:00Z,2025-03-19T10:10:00Z,,0,On Time,ROMA /FIUMICINO (FCO),IBE0661,Iberia,850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T10:10:00Z,2025-03-19T10:10:00Z,,0,On Time,VENECIA /MARCO POLO (VCE),RYR1206,Ryanair,356 - 359,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T10:15:00Z,2025-03-19T10:15:00Z,,0,On Time,BUCAREST (OTP),WMT3172,Wizz Air Malta (WMT),557 - 558,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T10:15:00Z,2025-03-19T10:15:00Z,,0,On Time,LONDRES /STANSTED (STN),RYR5993,Ryanair,356 - 359,T1,A,-,2025-03-19T00:22:00Z
2025-03-19T10:15:00Z,2025-03-19T10:15:00Z,,0,On Time,PALMA DE MALLORCA (PMI),"AEA6013, ETD4363, AMX6952, AFR4800, DAL6756","Air Europa, Etihad Airways, Aeromexico, Air France, Delta",516 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T10:20:00Z,2025-03-19T10:20:00Z,,0,On Time,HELSINKI (HEL),"FIN1662, IBE6444, JAL6852","Finnair, Iberia, -",730 - 733,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T10:20:00Z,2025-03-19T10:20:00Z,,0,On Time,LISBOA (LIS),"TAP1011, CCA7050, UAL6858, AZU7197, UAE4857, AVA2489, RZO8691","TAP Air Portugal, Air China, United Airlines, -, Emirates, Avianca, sata-internacional",405 - 408,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T10:20:00Z,2025-03-19T10:20:00Z,,0,On Time,MARSELLA (MRS),"IBE1169, CPA1875, QTR8083, AAL8812","Iberia, Cathay Pacific, Qatar Airways, American Airlines",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T10:25:00Z,2025-03-19T10:25:00Z,,0,On Time,LISBOA (LIS),"AEA1153, AMX6914, ETH1427, AZU7854","Air Europa, Aeromexico, Ethiopian, -",516 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T10:25:00Z,2025-03-19T10:25:00Z,,0,On Time,MEXICO (MEX),AMX002,Aeromexico,164 - 173,T1,B,-,2025-03-19T00:22:00Z
2025-03-19T10:30:00Z,2025-03-19T10:30:00Z,,0,On Time,BARCELONA-EL PRAT JOSEP TARRADELLAS (BCN),"AAL8651, AVA6078, QTR7246, CPA1827, VLG5116, IBE0409S, LAN1624, IBE0409","American Airlines, Avianca, Qatar Airways, Cathay Pacific, Vueling, Iberia, LATAM Airlines",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T10:30:00Z,2025-03-19T10:30:00Z,,0,On Time,SHANGHAI (PVG),CES710,China Eastern,240 - 250,T1,B,-,2025-03-19T00:22:00Z
2025-03-19T10:35:00Z,2025-03-19T10:35:00Z,,0,On Time,A CORUÑA (LCG),"AEA7231, AMX6963, AFR4805, KLM3332, ETD4362, DAL6753","Air Europa, Aeromexico, Air France, KLM, Etihad Airways, Delta",516 - 532,T2,D,-,2025-03-19T00:22:00Z
2025-03-19T10:35:00Z,2025-03-19T10:35:00Z,,0,On Time,LONDRES / HEATHROW (LHR),BAW457,British Airways,736 - 739,T4S,,-,2025-03-19T00:22:00Z
2025-03-19T10:35:00Z,2025-03-19T10:35:00Z,,0,On Time,OPORTO (OPO),"AEA1145, DAL6754, AMX6893","Air Europa, Delta, Aeromexico",516 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T10:35:00Z,2025-03-19T10:35:00Z,,0,On Time,OSLO / GARDERMOEN (OSL),"IBE0953, VLG5200","Iberia, Vueling",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T10:40:00Z,2025-03-19T10:40:00Z,,0,On Time,ATENAS (ATH),"IBE0833, VLG5174","Iberia, Vueling",850 - 859,T4,J,-,2025-03-19T00:22:00Z
2025-03-19T10:40:00Z,2025-03-19T10:35:00Z,,5,On Time,MALAGA-COSTA DEL SOL (AGP),"AEA5043, CES4970, ETD7573, AMX6871","Air Europa, China Eastern, Etihad Airways, Aeromexico",516 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T10:40:00Z,2025-03-19T10:40:00Z,,0,On Time,VIGO (VGO),"AEA7302, KLM3316, DAL6755, AMX6901, AFR4799, ETD4391","Air Europa, KLM, Delta, Aeromexico, Air France, Etihad Airways",516 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T10:45:00Z,2025-03-19T10:40:00Z,,5,On Time,BRUSELAS /CHARLEROI (CRL),RYR5462,Ryanair,356 - 359,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T10:45:00Z,2025-03-19T10:45:00Z,,0,On Time,NUEVA YORK-J.F.KENNEDY (JFK),"AAL095, IBE4001, FIN4007, ASA6995, BAW1567","American Airlines, Iberia, Finnair, -, British Airways",940 - 949,T4S,,-,2025-03-19T00:22:00Z
2025-03-19T10:50:00Z,2025-03-19T10:50:00Z,,0,On Time,VARSOVIA/MODLIN (WMI),RYR1062,Ryanair,356 - 359,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T10:55:00Z,2025-03-19T10:55:00Z,,0,On Time,BOGOTA /EL DORADO (BOG),"AVA183, UAE3812, ETD2605","Avianca, Emirates, Etihad Airways",960 - 969,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T10:55:00Z,2025-03-19T10:55:00Z,,0,On Time,EINDHOVEN (EIN),RYR3066,Ryanair,356 - 359,T1,C,-,2025-03-19T00:22:00Z
2025-03-19T11:00:00Z,2025-03-19T11:00:00Z,,0,On Time,AMSTERDAM /SCHIPHOL (AMS),"KLM1502, DAL9613, KQA1702, ETD7344, SAS6705, CXA9651, CSN7763, ARG7816","KLM, Delta, -, Etihad Airways, SAS Scandinavian Airlines, Aerolíneas Argentinas",427 - 431,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T11:00:00Z,2025-03-19T11:00:00Z,,0,On Time,BILBAO (BIO),"AEA7157, KLM3354, CES4974, ETD4335, AMX6891","Air Europa, KLM, China Eastern, Etihad Airways, Aeromexico",516 - 532,T2,E,-,2025-03-19T00:22:00Z
2025-03-19T11:00:00Z,2025-03-19T11:00:00Z,,0,On Time,LIMA (LIM),PUE301,Plus Ultra,974 - 979,T4S,,-,2025-03-19T00:22:00Z
2025-03-19T11:05:00Z,2025-03-19T11:05:00Z,,0,On Time,HONG KONG (HKG),CPA372,Cathay Pacific,914 - 919,T4S,,-,2025-03-19T00:22:00Z
2025-03-19T11:10:00Z,2025-03-19T11:10:00Z,,0,On Time,CASABLANCA /MOHAMED V (CMN),"IBE1355, VLG5371, AAL8693, QTR6981, BAW7264","Iberia, Vueling, American Airlines, Qatar Airways, British Airways",850 - 859,T4S,S,-,2025-03-19T00:22:00Z
2025-03-19T11:10:00Z,2025-03-19T11:10:00Z,,0,On Time,PALMA DE MALLORCA (PMI),"IBS1659, QTR6997, VLG5762, AVA6112, AAL8669, IBE1659","Iberia Express, Qatar Airways, Vueling, Avianca, American Airlines, Iberia",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T11:15:00Z,2025-03-19T11:15:00Z,,0,On Time,BRISTOL (BRS),EZY2708,easyJet UK,327 - 329,T1,A,-,2025-03-19T00:22:00Z
2025-03-19T11:15:00Z,2025-03-19T11:15:00Z,,0,On Time,NUEVA YORK / NEWARK-NUEVA JERSEY (EWR),"UAL050, ACA3921, DLH7971","United Airlines, Air Canada, Lufthansa",140 - 144,T1,A,-,2025-03-19T00:22:00Z
2025-03-19T11:25:00Z,2025-03-19T11:25:00Z,,0,On Time,FUERTEVENTURA (FUE),"IBS1521, VLG5454, AAL8528, QTR6578","Iberia Express, Vueling, American Airlines, Qatar Airways",850 - 859,T4,,-,2025-03-19T00:22:00Z
2025-03-19T23:35:00Z,2025-03-19T23:55:00Z,Closed,-20,Early,SAO PAULO /GUARULHOS (GRU),"ELY9201, BAW4287, QTR5088, LAN7099, JAL6992, FIN5379","Iberia, Finnair, El Al Israel Airlines, British Airways, -",810 - 829,T4S,S26 - S25,T4S S26 S25,2025-03-19T00:22:00Z
2025-03-19T23:41:00Z,2025-03-19T23:00:00Z,Ended,41,Late,LONDRES /STANSTED (STN),HAT2824,-,765 - 765,T4,S132,T4 S132,2025-03-19T00:22:00Z
2025-03-19T23:44:00Z,2025-03-19T23:45:00Z,Ended,-1,On Time,ASUNCION (ASU),"AEA023, THY9394, ETD4382","Air Europa, Turkish Airlines, Etihad Airways",214 - 222,T1,B24,T1 B24,2025-03-19T00:22:00Z
2025-03-19T23:51:00Z,2025-03-19T23:45:00Z,Ended,6,On Time,LIMA (LIM),"AEA175, ETD7575, CES4990","Air Europa, Etihad Airways, China Eastern",214 - 222,T1,B25,T1 B25,2025-03-19T00:22:00Z
2025-03-19T23:55:00Z,2025-03-19T23:55:00Z,Closed,0,On Time,SAO PAULO /GUARULHOS (GRU),"CES4984, ETD4375","Aeromexico, Etihad Airways",214 - 222,T1,B28,T1 B28,2025-03-19T00:22:00Z
2025-03-19T23:57:00Z,2025-03-19T23:55:00Z,Ended,2,On Time,SAO PAULO /GUARULHOS (GRU),AEA057,,214 - 222,T1,B28,T1 B28,2025-03-19T00:22:00Z
2025-03-19T23:58:00Z,2025-03-19T23:45:00Z,Ended,13,Late,BOGOTA /EL DORADO (BOG),"IBE0155, BAW4233, LAN1602, FIN5389, QTR5098","Iberia, British Airways, LATAM Airlines, Finnair, Qatar Airways",810 - 829,T4S,S41 - S42,T4S S41 S42,2025-03-19T00:22:00Z
2025-03-20T00:02:00Z,2025-03-19T23:45:00Z,Ended,17,Late,MEXICO (MEX),"IBE0303, FIN5554, ELY9231, BAW4285, QTR5066","Iberia, Finnair, El Al Israel Airlines, British Airways, Qatar Airways",810 - 829,T4S,S10 - S9,T4S S10 S9,2025-03-19T00:22:00Z
2025-03-20T00:12:00Z,2025-03-19T23:55:00Z,Ended,17,Late,BUENOS AIRES/MINISTRO PISTARINI (EZE),"IBE0101, JAL6996, QTR6915, FIN5371, BAW4291","Iberia, -, Qatar Airways, Finnair, British Airways",810 - 829,T4S,S29 - S30,T4S S29 S30,2025-03-19T00:22:00Z
2025-03-20T00:12:00Z,2025-03-19T23:55:00Z,Ended,17,Late,SANTIAGO DE CHILE (SCL),"IBE0117, BAW4289, QTR5354, LAN5404, ELY9209, FIN5387, JAL6994","Iberia, , Qatar Airways, British Airways, Air Europa, -",810 - 829,T4S,S37 - S38,T4S S37 S38,2025-03-19T00:22:00Z
2025-03-20T00:14:00Z,2025-03-19T23:55:00Z,Ended,19,Late,MONTEVIDEO (MVD),"IBE0169, JAL6990, QTR5058, BAW4211","Etihad Airways, -, Qatar Airways, British Airways",810 - 829,T4S,S14,T4S S14,2025-03-19T00:22:00Z
2025-03-20T00:17:00Z,2025-03-19T23:55:00Z,Closed,22,Late,BUENOS AIRES/MINISTRO PISTARINI (EZE),"AEA041, ARG7359, ETD4369","Air Europa, Aerolíneas Argentinas, Etihad Airways",218 - 222,T1,B19,T1 B19,2025-03-19T00:22:00Z
2025-03-20T01:20:00Z,2025-03-19T23:45:00Z,Delayed,95,Late,MEXICO (MEX),AMX022,Aeromexico,168 - 173,T1,B25,T1 B25,2025-03-19T00:22:00Z
